,city_name,country_name,longitude,latitude,clouds,date,humidity,max temp,wind
564,general roca,AR,-67.58,-39.03,0,1534716000,29,50.0,4.7
565,nome,US,-94.42,30.04,75,1534716900,59,95.0,11.41
566,ayacucho,PE,-74.23,-13.16,75,1534717620,59,64.4,16.11
567,flin flon,CA,-101.88,54.77,75,1534716000,42,66.2,5.82
568,xiantao,CN,113.44,30.37,88,1534718868,77,79.13,6.96
569,vilyuysk,RU,121.63,63.75,80,1534718868,96,62.21,3.6
570,nicoya,CR,-85.45,10.15,40,1534716000,59,89.6,13.87
571,guymon,US,-101.48,36.68,1,1534718100,33,86.0,16.11
572,maragogi,BR,-35.22,-9.01,92,1534718869,82,74.99,9.42
573,basco,US,-91.2,40.33,75,1534718100,65,82.4,10.29
574,sehithwa,BW,22.7,-20.47,0,1534718869,66,55.64,4.16
575,krasnyy kut,RU,40.67,47.1,0,1534718869,51,57.89,7.52
576,muli,IN,71.45,22.62,68,1534718870,94,75.71,8.75
577,tilichiki,RU,166.1,60.47,100,1534718870,100,49.43,11.65
578,kibondo,TZ,30.72,-3.59,32,1534718871,72,62.39,2.37
579,karoi,ZW,29.68,-16.82,0,1534718871,56,62.12,10.76
580,port shepstone,ZA,30.45,-30.74,0,1534718871,79,61.94,8.41
581,ulaangom,MN,92.07,49.98,20,1534718872,87,48.62,2.48
582,shubarshi,KZ,57.19,48.59,0,1534718872,68,54.47,11.99
583,el dorado,VE,-61.64,6.71,32,1534718872,73,78.41,4.5
584,northam,GB,-4.21,51.04,75,1534717200,93,66.2,5.82
585,szentgotthard,HU,16.27,46.95,0,1534715400,82,66.2,2.24
586,menongue,AO,17.68,-14.66,0,1534718873,66,55.37,2.37
587,alekseyevskoye,RU,43.58,45.2,0,1534718873,43,58.16,8.75
588,aras,YE,44.38,14.28,92,1534718874,24,67.16,4.72
589,maraba,BR,-49.1,-5.35,0,1534716000,74,80.6,2.24
590,sterling,US,-77.4,39.0,1,1534716900,78,84.2,10.29
591,imperial,US,-115.57,32.85,1,1534715760,23,109.4,8.05
592,sisimiut,GL,-53.67,66.94,0,1534718875,84,42.77,1.7
593,sovetskiy,RU,48.47,56.76,20,1534718875,85,50.15,3.71
594,navrongo,GH,-1.09,10.89,56,1534718875,88,75.89,7.4
595,peleduy,RU,112.75,59.63,80,1534718876,92,58.07,3.15
596,carutapera,BR,-46.02,-1.2,12,1534718876,79,79.49,11.21
597,ucluelet,CA,-125.55,48.94,90,1534716000,87,59.0,6.93
598,vila velha,BR,-38.6,-3.71,20,1534716000,78,78.8,10.29
599,argentan,FR,-0.02,48.74,90,1534716000,93,66.2,11.41
600,paamiut,GL,-49.67,61.99,64,1534718877,100,41.42,7.4
601,bandarbeyla,SO,50.81,9.49,0,1534718877,89,77.06,32.91
602,khani,GE,42.96,41.96,40,1534717800,94,69.8,4.7
603,chumikan,RU,135.31,54.72,0,1534718878,87,62.03,2.82
604,ha giang,VN,104.99,22.83,12,1534718878,94,73.28,2.04
605,krishnarajasagara,IN,76.58,12.41,76,1534718878,90,69.5,14.45
